Subject ID	Accession	Description	Oligo 1 (FOR)	Oligo 2(REV)	Oligo 1(E-val)	Oligo 1(Query Percent)	Oligo 1(Start Location)	Oligo 1(End Location	Oligo 2(E-val)	Oligo 2(Query Percent)	Oligo 2(Start Location	Oligo 2(End Location
39914	AF207761	Hepatitis C virus subtype 1b strain MD20, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
1884	D84264	Hepatitis C virus (isolate VN405) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	59.09	370	382
2054	D89815	Hepatitis C virus genomic RNA, complete sequence.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
33705	DQ278894	Hepatitis C virus subtype 6n isolate KM42, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	20	29	8.69E+03	47.62	3000	3009
66548	DQ155457	Hepatitis C virus strain D23 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	2.33E+02	68.42	376	389
34589	AB661429	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.56.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34588	AB661428	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.65.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
66540	DQ155449	Hepatitis C virus strain D8 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	9.02E+00	71.43	325	339
66541	DQ155450	Hepatitis C virus strain D9 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	2.33E+02	68.42	376	389
34585	AB661425	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.106.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
66543	DQ155452	Hepatitis C virus strain D16 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	2.33E+02	68.42	376	389
66544	DQ155453	Hepatitis C virus strain D17 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.13E+01	68.18	348	362
66545	DQ155454	Hepatitis C virus strain D19 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	9.02E+00	71.43	325	339
35111	AB558135	Hepatitis C virus isolate M2123 genomic RNA, nearly complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
44788	EU541290	Hepatitis C virus isolate HCVUTR-MG19 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
44789	EU541291	Hepatitis C virus isolate HCVUTR-MG20 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
282486	KJ678758	Hepatitis C virus isolate GZ0046, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	401	414
44782	EU541284	Hepatitis C virus isolate HCVUTR-MG13 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
44783	EU541285	Hepatitis C virus isolate HCVUTR-MG14 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
44780	EU541282	Hepatitis C virus isolate HCVUTR-MG11 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
651	AB016785	Hepatitis C virus genomic RNA, complete sequence.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	354	368
44786	EU541288	Hepatitis C virus isolate HCVUTR-MG17 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
62800	AY576603	Hepatitis C virus isolate patient 6 clone 8 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	2.20E+03	66.67	331	345
217158	KJ530074	Hepatitis C virus isolate 127: Day 1 NS3-4A protein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	8.58E+03	47.37	320	328	2.20E+03	52.38	1631	1641
44785	EU541287	Hepatitis C virus isolate HCVUTR-MG16 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
34587	AB661427	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.108.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34561	AB661401	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.112.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34563	AB661403	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.115.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34562	AB661402	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.113.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	1.67E+04	52.63	7532	7542
1911	D88476	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	1.41E+02	90.48	348	368
1910	D88475	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	4.46E+01	63.64	374	387
1913	D88478	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
1912	D88477	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
43224	FJ435090	Hepatitis C virus isolate KM181 genotype 6v, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
34568	AB661408	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.126.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7528	7539
34584	AB661424	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.104.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5896	5904	4.02E+03	57.89	7528	7539
44801	EU541303	Hepatitis C virus isolate HCVUTR-MG32 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
44800	EU541302	Hepatitis C virus isolate HCVUTR-MG31 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
44802	EU541304	Hepatitis C virus isolate HCVUTR-MG33 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
34583	AB661423	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.103.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34582	AB661422	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.102.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
62797	AY576600	Hepatitis C virus isolate patient 6 clone 5 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	3.56E+01	66.67	332	345
2027	HPCJK020A1	Hepatitis C virus isolate JK020 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	20	29	9.02E+00	71.43	355	369
66546	DQ155455	Hepatitis C virus strain D20 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	9.02E+00	71.43	325	339
113666	GQ275355	Hepatitis C virus subtype 3a, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	1.45E-01	100	25	41	4.63E-02	86.36	371	389
2028	HPCJK025A2	Hepatitis C virus isolate JK025 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	19	28	9.02E+00	71.43	354	368
2029	HPCJK030A3	Hepatitis C virus isolate JK030 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	3.52E+01	94.12	25	41	1.13E+01	68.18	371	385
33348	AY232740	Hepatitis C virus clone MD2b6-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33349	AY232741	Hepatitis C virus clone MD2b6-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33344	AY232736	Hepatitis C virus clone MD2b4-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33345	AY232737	Hepatitis C virus clone MD2b4-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33346	AY232738	Hepatitis C virus clone MD2b5-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33347	AY232739	Hepatitis C virus clone MD2b5-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33340	AY232732	Hepatitis C virus clone MD2b2-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33341	AY232733	Hepatitis C virus clone MD2b2-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33342	AY232734	Hepatitis C virus clone MD2b3-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33343	AY232735	Hepatitis C virus clone MD2b3-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
280933	KM504118	Hepatitis C virus isolate QC251, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
8415	AJ278830	Hepatitis C virus genomic RNA for polyprotein gene.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
9752	AJ000009	Hepatitis C virus complete genome sequence.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	1	10	9.02E+00	71.43	336	350
282520	KJ678792	Hepatitis C virus isolate TV491, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.13E+01	68.18	374	388
22523	DQ278892	Hepatitis C virus isolate GZ52557, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	394	412
282482	KJ678754	Hepatitis C virus isolate gb28, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	2.33E+02	68.42	402	415
223836	EU781826	Hepatitis C virus subtype 1b isolate L8135, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	13	21	9.02E+00	71.43	331	345
223837	EU781827	Hepatitis C virus subtype 1b isolate L801, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	9	17	9.02E+00	71.43	327	341
62790	AY576593	Hepatitis C virus isolate patient 3 clone 6 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
4000	HPCJTA	Hepatitis C virus (HCV) complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
4002	HPCJ8G	Hepatitis C virus genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
220093	KJ439777	Hepatitis C virus isolate QC180, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
3973	HPC5TRJ1	Hepatitis C virus gene for structural protein, partial cds, isolate:HC-J1.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
3974	HPC5TRJ4	Hepatitis C virus gene for structural protein, partial cds, isolate:HC-J4.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
62795	AY576598	Hepatitis C virus isolate patient 6 clone 3 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
240701	KP667853	Hepatitis C virus clone 10012_10_TB5 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	592	600	4.02E+03	52.63	1448	1457
62794	AY576597	Hepatitis C virus isolate patient 6 clone 2 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
241573	KP666600	Hepatitis C virus clone 9055_09_5R_FF8 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
241572	KP666599	Hepatitis C virus clone 9055_09_5R_FD11 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	395	413
241571	KP666598	Hepatitis C virus clone 9055_09_5R_GF6 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
241570	KP666597	Hepatitis C virus clone 9055_09_5R_GC7 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
241577	KP666604	Hepatitis C virus clone 10051_5R_1 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
241576	KP666603	Hepatitis C virus clone 10051_5R_2 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
241575	KP666602	Hepatitis C virus clone 10051_5R_4 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
241574	KP666601	Hepatitis C virus clone 10051_5R_10 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
67612	DQ314806	Hepatitis C virus subtype 6g isolate HK6554, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
67611	DQ314805	Hepatitis C virus subtype 6e isolate GX004, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.67E+04	47.37	1876	1884
241578	KP666605	Hepatitis C virus clone 10051_5R_8 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	380	393
44787	EU541289	Hepatitis C virus isolate HCVUTR-MG18 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	27	43	9.02E+00	71.43	353	367
168847	JX183557	Hepatitis C virus isolate DH027, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	32	40	2.33E+02	68.42	398	411
44784	EU541286	Hepatitis C virus isolate HCVUTR-MG15 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
168846	JX183556	Hepatitis C virus isolate TV494, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	4.02E+03	68.42	398	411
141245	HQ110091	Hepatitis C virus subtype 1b isolate LB, partial genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
282488	KJ678760	Hepatitis C virus isolate GZ0223, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	401	414
262681	KT234067	Hepatitis C virus isolate B3019 nonstructural protein NS3-4A gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	8.58E+03	47.37	355	363	1.09E+04	45.45	688	697
168844	JX183554	Hepatitis C virus isolate L349, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	9.68E+02	73.68	397	411
135019	HPCE2COR	Hepatitis C virus core protein, envelope protein (E2) RNA, 5' end.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	5	14	9.02E+00	71.43	340	354
250530	KP411670	Hepatitis C virus isolate 137045 NS3 protease gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	8.58E+03	47.37	320	328	2.20E+03	52.38	1631	1641
95274	HPCUNKCDS	Hepatitis C virus mRNA, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	19	28	9.02E+00	71.43	354	368
5937	AB154180	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 5.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
5936	AB154179	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 4.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
5935	AB154178	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 3.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5934	AB154177	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 2.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
51141	DQ155561	Hepatitis C virus (isolate D54) polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	5428	5436	1.67E+04	52.63	7842	7852
5939	AB154182	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 7.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
5938	AB154181	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 6.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
191279	KF035127	Hepatitis C virus subtype 3a isolate ILBSRAS_UG polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	3.52E+01	94.12	25	41	1.89E-01	94.74	394	412
135237	HCU05022	Hepatitis C virus isolate QC10 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.39E+02	70.59	1	12	1.89E-01	94.74	365	383
2092	HPCPP	Hepatitis C virus complete genome sequence.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	18	27	1.89E-01	94.74	396	414
40650	FJ411256	Hepatitis C virus isolate 27 clone 1-6 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	2	18	9.02E+00	71.43	329	343
222945	JX463527	Hepatitis C virus subtype 1a isolate V2504 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	640	648	1.67E+04	47.37	1224	1232
280938	KM504123	Hepatitis C virus isolate QC292, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	16	25	1.41E+02	90.48	344	364
1541	AB119282	Hepatitis C virus gene for Fusion protein, Feo, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
34569	AB661409	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.138.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
130503	JN588558	Hepatitis C virus genotype 3 strain NCVI/PK1, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	1.45E-01	100	25	41	4.63E-02	86.36	371	389
101567	LC011928	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: TPF1, collection_date: 2007-04-27.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
101566	LC011927	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: TPF1, collection_date: 2003-04-23.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
11461	AM408911	Hepatitis C virus partial gene for polyprotein, recombinant 2/5, genomic RNA.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	4	20	9.02E+00	71.43	330	344
78120	EU360320	Hepatitis C virus isolate HCV5UTR-MG06 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
78123	EU360323	Hepatitis C virus isolate HCV5UTR-MG09 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
78122	EU360322	Hepatitis C virus isolate HCV5UTR-MG08 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
225899	KJ567645	Hepatitis C virus isolate 6_VN110, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
101569	LC011931	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: sAH, collection_date: 2007-04-27.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
101568	LC011930	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: sAH, collection_date: 2004-12-02.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
89554	AY045702	Hepatitis C virus isolate HCR6, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	20	29	2.20E+03	66.67	355	369
288628	KU871276	Hepatitis C virus isolate HITP300306 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	6105	6113	8.69E+03	47.62	6543	6552
288629	KU871277	Hepatitis C virus isolate HITP400059 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6108	6116	4.02E+03	57.89	7740	7751
191275	KF035123	Hepatitis C virus subtype 3a isolate ILBSRAS_BLS polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
191276	KF035124	Hepatitis C virus subtype 3a isolate ILBSRAS_JK polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
191277	KF035125	Hepatitis C virus subtype 3a isolate ILBSRAS_BD polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
236207	KM252797	Hepatitis C virus isolate L344 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	1	10	1.13E+01	68.18	356	370
236206	KM252796	Hepatitis C virus isolate L310 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	3.26E+00	89.47	393	409
236205	KM252795	Hepatitis C virus isolate L250 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
236204	KM252794	Hepatitis C virus isolate L176 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.67E+04	47.37	1873	1881
236203	KM252793	Hepatitis C virus isolate L132 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	2.75E+03	77.27	373	391
6568	AB442221	Hepatitis C virus subtype 1b genomic RNA, complete genome, clone: KAH4.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	18	27	1.67E+04	47.37	2494	2502
236201	KM252791	Hepatitis C virus isolate L394 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	32	40	2.33E+02	68.42	401	414
236200	KM252790	Hepatitis C virus isolate L347 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	401	414
236209	KM252799	Hepatitis C virus isolate L373 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	401	414
